order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,delivery_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status,hub_name,zone,hub_type,capacity_score,complaint_count,total_compensation,avg_resolution_days,incident_count,avg_resolved_hours,is_failed,has_complaint,has_incident,cost_per_km,high_risk_delivery
O00694,C0380,Passenger,2025-11-17 13:48:00,6,Ctr,Riverside,Medium,307.5,Web,0,,,,,,,,,,,,,24,Central,SME,2024-10-29 03:39:00,32.6,61.2,Web,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00695,C0006,Passenger,2024-03-19 08:25:00,6,South,East,Low,92.36,App,0,DL00627,D142,V108,H06,2024-03-19 10:09:00,2024-03-19 13:51:55.023221,OnTime,10.41,0.0,0.0,4.25,17.46,41,West,Consumer,2024-03-29 13:26:00,39.9,43.3,Web,Active,Airport Hub,Airport,Dispatch,71.0,0.0,0.0,,1.0,1.7,0,0,1,1.6772334293948128,1
O00696,C0090,Passenger,2025-01-06 22:58:00,1,Central,Riverside,Medium,67.44,App,0,,,,,,,,,,,,,54,Central,Consumer,2025-10-20 02:44:00,49.5,86.5,App,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00697,C0454,Medical,2025-02-09 16:51:00,6,East,West,Medium,7.69,API,0,DL00275,D002,V012,H07,2025-02-09 18:46:00,2025-02-09 23:36:15.049502,OnTime,1.96,0.0,0.0,4.25,8.32,28,South,Consumer,2024-10-27 07:07:00,62.2,63.6,App,Active,Riverside Hub,Riverside,Warehouse,66.0,0.0,0.0,,1.0,23.6,0,0,1,4.244897959183674,1
O00698,C0550,Medical,2024-10-22 20:07:00,2,South,Central,High,179.24,App,0,DL00056,D137,V081,H08,2024-10-22 21:45:00,2024-10-22 22:00:19.303026,OnTime,13.46,2.0,0.0,4.01,6.52,39,North,Consumer,2025-01-03 14:35:00,89.4,52.4,App,Active,Midtown Relay,Central,Charging,63.0,0.0,0.0,,1.0,12.3,0,0,1,0.4843982169390787,1
O00699,C0310,Medical,2024-09-22 14:49:00,12,South,Riverside,Medium,202.46,Web,0,DL00307,D089,V021,H03,2024-09-22 15:57:00,2024-09-23 01:06:05.325869,OnTime,11.84,1.0,0.0,3.9,12.44,24,Ctr,SME,2025-02-24 14:39:00,36.1,67.3,App,Active,East Dock,East,Warehouse,74.0,0.0,0.0,,1.0,7.2,0,0,1,1.0506756756756757,1
O00700,C0443,Passenger,2024-01-13 01:34:00,4,West,West,Medium,110.49,Phone,0,DL00917,D077,V102,H05,2024-01-13 04:19:00,2024-01-13 07:59:11.863044,OnTime,12.76,0.0,0.0,4.06,9.47,20,South,Consumer,2024-09-23 06:28:00,59.8,65.8,,Active,Central Core,Central,Control,88.0,0.0,0.0,,0.0,,0,0,0,0.7421630094043887,0
O00701,C0021,Parcel,2025-12-15 18:19:00,4,East,Riverside,Medium,19.97,App,0,DL00490,D039,V035,H04,2025-12-15 21:19:00,2025-12-16 19:49:17.202716,Failed,1.65,1.0,0.0,4.24,10.31,30,Central,SME,2025-07-31 01:39:00,63.6,40.8,Phone,Active,West Gate,West,Dispatch,69.0,0.0,0.0,,0.0,,1,0,0,6.248484848484849,1
O00702,C0228,Retail,2024-12-28 19:23:00,4,East,Riverside,Critical,77.66,App,0,DL00556,D070,V030,H07,2024-12-28 22:07:00,2024-12-28 23:26:56.318304,OnTime,5.03,0.0,0.0,3.91,8.15,43,North,SME,2025-11-02 06:15:00,51.0,58.1,App,Active,Riverside Hub,Riverside,Warehouse,66.0,1.0,19.24,1.0,0.0,,0,1,0,1.6202783300198806,1
O00703,C0493,Medical,2024-09-28 07:56:00,6,Airport,North,Medium,250.93,Phone,0,,,,,,,,,,,,,76,Airport,Consumer,2024-10-17 05:33:00,30.6,55.4,Web,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00704,C0031,Retail,2024-03-12 17:06:00,4,North,North,High,141.29,Phone,0,DL00414,D002,V083,H02,2024-03-12 18:01:00,2024-03-12 20:55:25.078529,OnTime,8.47,1.0,0.0,5.0,14.75,35,South,Consumer,2024-04-30 16:26:00,42.5,44.0,Web,Active,South Link,South,Dispatch,78.0,0.0,0.0,,1.0,16.1,0,0,1,1.741440377804014,1
O00705,C0013,Parcel,2025-09-09 21:53:00,6,North,Riverside,High,118.52,App,0,DL00138,D019,V071,H04,2025-09-09 22:58:00,2025-09-10 05:00:03.368430,OnTime,11.23,2.0,0.0,4.75,15.22,30,East,Enterprise,2024-02-17 17:54:00,31.3,51.7,App,Active,West Gate,West,Dispatch,69.0,0.0,0.0,,0.0,,0,0,0,1.3552983081032948,0
O00706,C0243,Retail,2025-02-26 22:07:00,2,Riverside,South,Low,39.03,API,1,,,,,,,,,,,,,31,Riverside,Consumer,2025-06-20 16:36:00,63.0,85.8,Phone,Suspended,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00707,C0156,Parcel,2024-11-10 05:41:00,4,Central,East,Medium,95.62,App,0,DL00646,D023,V100,H06,2024-11-10 06:33:00,2024-11-10 10:57:20.611848,OnTime,8.31,0.0,0.0,4.38,4.79,26,East,SME,2025-03-02 03:25:00,,32.3,Web,Active,Airport Hub,Airport,Dispatch,71.0,0.0,0.0,,0.0,,0,0,0,0.5764139590854392,0
O00708,C0058,Parcel,2024-06-29 23:40:00,4,West,West,Low,108.04,Phone,0,,,,,,,,,,,,,37,Central,SME,2024-08-26 00:31:00,,59.2,App,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00709,C0369,Medical,2025-12-09 03:49:00,12,North,Airport,Critical,49.66,App,0,DL00554,D117,V086,H04,2025-12-09 04:47:00,2025-12-09 15:45:16.170978,OnTime,11.59,1.0,0.0,4.69,14.76,42,West,Consumer,2025-03-06 02:16:00,47.6,40.7,App,Active,West Gate,West,Dispatch,69.0,1.0,32.02,1.0,0.0,,0,1,0,1.27351164797239,1
O00710,C0322,Passenger,2025-02-17 12:53:00,6,South,South,Low,91.43,Web,0,DL00363,D069,V090,H07,2025-02-17 14:58:00,2025-02-17 20:44:29.402310,OnTime,19.08,1.0,0.0,5.0,17.76,77,Ctr,Consumer,2025-05-24 17:14:00,79.2,60.9,App,Active,Riverside Hub,Riverside,Warehouse,66.0,0.0,0.0,,0.0,,0,0,0,0.9308176100628932,0
O00711,C0412,Passenger,2024-12-15 12:25:00,2,South,South,High,69.11,Web,0,DL00317,D105,V106,H06,2024-12-15 15:16:00,2024-12-15 16:55:42.081483,OnTime,13.76,1.0,0.0,4.67,13.99,70,Airport,Consumer,2025-09-12 10:23:00,70.3,29.9,App,Active,Airport Hub,Airport,Dispatch,71.0,1.0,0.0,3.0,1.0,7.9,0,1,1,1.0167151162790697,1
O00712,C0512,Passenger,2025-05-26 10:22:00,2,North,West,High,105.64,Phone,1,DL00833,D169,V106,H04,2025-05-26 11:52:00,2025-05-26 14:09:55.922884,OnTime,16.28,0.0,0.0,4.22,17.55,59,East,Consumer,2025-02-03 19:29:00,38.5,70.2,Web,Active,West Gate,West,Dispatch,69.0,0.0,0.0,,0.0,,0,0,0,1.078009828009828,0
O00713,C0316,Medical,2024-07-09 22:55:00,6,South,North,Low,48.38,Phone,0,DL00252,D109,V001,H05,2024-07-10 01:06:00,2024-07-10 05:10:04.532246,OnTime,11.34,0.0,0.0,4.06,10.82,32,North,Consumer,2025-10-30 08:25:00,66.7,59.5,App,Active,Central Core,Central,Control,88.0,0.0,0.0,,0.0,,0,0,0,0.9541446208112875,0
O00714,C0456,Passenger,2024-05-26 17:47:00,24,South,North,Low,187.87,App,0,DL00523,D026,V076,H01,2024-05-26 19:04:00,2024-05-27 15:57:10.253711,OnTime,2.39,1.0,0.0,4.12,8.78,25,Central,SME,2025-08-20 06:59:00,64.2,79.9,Phone,Active,North Exchange,North,Dispatch,82.0,0.0,0.0,,1.0,14.2,0,0,1,3.673640167364016,1
O00715,C0477,Medical,2025-06-17 13:42:00,6,Riverside,North,Critical,125.92,App,0,DL00871,D037,V047,H01,2025-06-17 16:20:00,2025-06-17 21:03:48.121999,OnTime,9.43,0.0,0.0,4.03,16.6,53,South,SME,2025-11-14 09:26:00,62.2,80.4,Partner API,Active,North Exchange,North,Dispatch,82.0,1.0,4.01,9.0,0.0,,0,1,0,1.7603393425238603,1
O00716,C0072,Passenger,2024-10-22 04:13:00,6,East,North,Medium,5.92,App,0,DL00081,D166,V056,H04,2024-10-22 06:38:00,2024-10-22 19:18:42.594052,Delayed,9.77,1.0,1.0,3.58,12.68,61,North,SME,2024-04-22 10:38:00,48.2,88.9,App,Active,West Gate,West,Dispatch,69.0,0.0,0.0,,0.0,,0,0,0,1.2978505629477994,0
O00717,C0508,Retail,2024-12-12 21:04:00,4,East,South,Low,72.1,Web,0,DL00924,D155,V027,H01,2024-12-12 23:23:00,2024-12-13 02:04:50.318852,OnTime,15.39,0.0,0.0,4.6,15.3,76,East,Consumer,2024-09-09 23:52:00,64.2,66.0,App,Active,North Exchange,North,Dispatch,82.0,1.0,16.43,3.0,0.0,,0,1,0,0.9941520467836258,1
O00718,C0533,Passenger,2025-02-27 02:32:00,2,West,Airport,Low,144.45,Phone,0,DL00394,D145,V079,H02,2025-02-27 04:58:00,2025-02-27 07:05:30.365586,OnTime,15.43,0.0,0.0,4.14,8.78,35,South,Consumer,2025-12-10 03:12:00,46.9,65.4,App,Active,South Link,South,Dispatch,78.0,0.0,0.0,,0.0,,0,0,0,0.5690213869086196,0
O00719,C0395,Passenger,2024-01-04 18:42:00,2,West,Central,Low,11.54,Web,0,DL00509,D116,V086,H01,2024-01-04 19:33:00,2024-01-05 05:38:11.606195,Delayed,16.37,0.0,0.0,1.0,11.37,76,South,SME,2025-01-22 11:21:00,54.0,70.9,App,Active,North Exchange,North,Dispatch,82.0,0.0,0.0,,0.0,,0,0,0,0.6945632254123395,0
O00720,C0140,Business,2024-08-29 18:27:00,2,Airport,Airport,High,111.88,App,0,DL00406,D126,V006,H01,2024-08-29 21:02:00,2024-08-29 20:33:10.585204,OnTime,29.85,1.0,0.0,5.0,15.78,21,Airport,Consumer,2025-04-29 19:46:00,80.0,87.2,Partner API,Active,North Exchange,North,Dispatch,82.0,2.0,52.03,10.0,0.0,,0,1,0,0.528643216080402,1
O00721,C0001,Retail,2025-02-17 06:36:00,24,East,Ctr,Medium,70.79,App,1,,,,,,,,,,,,,26,North,SME,2024-11-27 04:25:00,44.9,69.2,App,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00722,C0523,Business,2024-10-07 21:50:00,12,Central,Central,Medium,72.65,Phone,0,,,,,,,,,,,,,77,North,Consumer,2024-04-19 02:08:00,55.8,22.0,Web,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00723,C0075,Passenger,2024-05-15 04:14:00,1,North,Central,Low,94.32,App,0,DL00029,D126,V086,H07,2024-05-15 06:49:00,2024-05-15 04:38:00.000000,OnTime,9.43,1.0,0.0,3.72,8.72,43,Central,Consumer,2024-04-13 11:39:00,59.2,23.9,App,Active,Riverside Hub,Riverside,Warehouse,66.0,0.0,0.0,,0.0,,0,0,0,0.924708377518558,0
O00724,C0317,Passenger,2025-11-18 07:32:00,4,Airport,North,Low,98.05,App,0,DL00894,D094,V120,H06,2025-11-18 10:15:00,2025-11-18 22:57:13.153771,Delayed,25.57,0.0,0.0,2.58,20.64,19,South,Consumer,2025-11-02 07:19:00,65.2,86.0,App,Dormant,Airport Hub,Airport,Dispatch,71.0,0.0,0.0,,1.0,12.7,0,0,1,0.8071959327336723,1
O00725,C0153,Passenger,2024-05-07 09:57:00,12,East,West,Medium,61.87,App,0,DL00014,D102,V008,H05,2024-05-07 12:40:00,2024-05-07 20:50:43.795700,OnTime,16.46,0.0,0.0,3.67,11.74,49,Ctr,SME,2024-09-10 22:33:00,38.4,51.1,App,Active,Central Core,Central,Control,88.0,0.0,0.0,,1.0,6.9,0,0,1,0.7132442284325637,1
O00726,C0284,Retail,2024-02-04 23:52:00,4,Airport,Airport,Medium,59.57,Web,0,DL00785,D099,V031,H01,2024-02-05 00:29:00,2024-02-05 02:55:03.780804,OnTime,18.6,1.0,0.0,4.22,17.03,39,North,Consumer,2024-05-15 19:52:00,79.6,65.4,App,Active,North Exchange,North,Dispatch,82.0,0.0,0.0,,0.0,,0,0,0,0.9155913978494623,0
O00727,C0499,Business,2025-10-26 12:56:00,2,South,South,Medium,85.0,App,0,DL00038,D096,V002,H02,2025-10-26 15:31:00,2025-10-26 16:43:11.478296,Failed,8.82,2.0,0.0,3.43,13.21,40,Ctr,Consumer,2025-10-13 12:05:00,55.9,74.5,App,Active,South Link,South,Dispatch,78.0,0.0,0.0,,1.0,11.8,1,0,1,1.497732426303855,1
O00728,C0610,Parcel,2024-10-21 04:41:00,24,South,Riverside,Low,50.95,App,0,DL00713,D044,V039,H03,2024-10-21 06:15:00,2024-10-22 04:27:26.219534,OnTime,21.4,0.0,0.0,4.63,26.99,55,South,Consumer,2025-12-03 16:16:00,65.3,73.5,App,Active,East Dock,East,Warehouse,74.0,0.0,0.0,,0.0,,0,0,0,1.261214953271028,0
O00729,C0574,Parcel,2025-12-22 22:24:00,6,East,East,Medium,51.28,App,0,,,,,,,,,,,,,54,South,SME,2025-08-26 04:13:00,76.4,57.9,App,Active,,,,,1.0,0.0,1.0,0.0,,0,1,0,,1
O00730,C0353,Retail,2025-09-19 08:45:00,1,East,East,High,112.07,API,0,DL00901,D099,V067,H05,2025-09-19 11:31:00,2025-09-19 09:28:50.058935,OnTime,13.94,1.0,0.0,3.7,13.05,50,West,Consumer,2024-02-08 20:45:00,62.8,80.2,Phone,Dormant,Central Core,Central,Control,88.0,0.0,0.0,,0.0,,0,0,0,0.9361549497847921,0
O00731,C0014,Passenger,2024-03-09 19:38:00,2,East,Central,High,38.48,Web,0,,,,,,,,,,,,,62,North,Consumer,2024-05-16 09:26:00,94.1,81.0,App,Active,,,,,1.0,36.85,3.0,0.0,,0,1,0,,1
O00732,C0579,Passenger,2025-06-05 08:38:00,4,East,Central,Medium,165.97,Phone,0,DL00736,D123,V100,H02,2025-06-05 11:32:00,2025-06-06 04:00:13.299805,Failed,13.5,0.0,0.0,2.19,13.81,61,Central,Consumer,2024-03-06 20:09:00,82.4,85.3,App,Active,South Link,South,Dispatch,78.0,0.0,0.0,,0.0,,1,0,0,1.022962962962963,1
O00733,C0609,Passenger,2024-08-06 07:19:00,6,Airport,West,Medium,161.44,Phone,0,DL00841,D006,V068,H02,2024-08-06 08:40:00,2024-08-06 11:32:19.398363,OnTime,15.77,1.0,0.0,3.39,11.44,70,East,Consumer,2025-07-21 21:27:00,41.4,60.5,Phone,Active,South Link,South,Dispatch,78.0,0.0,0.0,,0.0,,0,0,0,0.725428027901078,0
O00734,C0087,Retail,2024-04-06 11:43:00,12,East,East,Medium,166.21,App,1,,,,,,,,,,,,,49,West,Consumer,2025-06-24 11:09:00,46.8,42.7,App,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00735,C0602,Retail,2025-08-05 02:23:00,4,Central,North,High,35.89,App,0,,,,,,,,,,,,,52,South,SME,2025-04-21 02:47:00,28.4,82.9,App,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00736,C0390,Parcel,2024-01-24 22:33:00,12,Central,East,Medium,78.13,App,0,DL00092,D105,V016,H01,2024-01-25 00:39:00,2024-01-25 10:47:51.400345,OnTime,7.66,1.0,0.0,4.72,8.17,51,Ctr,Consumer,2024-04-25 02:59:00,66.5,52.9,App,Active,North Exchange,North,Dispatch,82.0,1.0,23.87,3.0,0.0,,0,1,0,1.066579634464752,1
O00737,C0368,Retail,2024-03-14 03:53:00,2,Central,Central,Medium,117.82,Web,1,DL00431,D164,V082,H01,2024-03-14 04:04:00,2024-03-14 04:29:01.839885,OnTime,10.56,1.0,0.0,4.7,16.33,23,North,Consumer,2025-05-25 21:41:00,49.5,92.7,Phone,Active,North Exchange,North,Dispatch,82.0,2.0,8.17,7.5,0.0,,0,1,0,1.546401515151515,1
O00738,C0354,Retail,2024-11-28 06:00:00,2,Airport,West,High,66.54,App,1,DL00429,D030,V021,H07,2024-11-28 07:27:00,2024-11-28 18:58:36.387688,Delayed,41.94,3.0,1.0,2.92,21.55,35,Airport,Consumer,2024-11-07 04:40:00,87.8,41.4,App,Active,Riverside Hub,Riverside,Warehouse,66.0,0.0,0.0,,0.0,,0,0,0,0.5138292799237005,0
O00739,C0144,Passenger,2025-04-13 20:48:00,12,South,North,Low,76.04,Phone,0,DL00188,D008,V075,H08,2025-04-13 23:14:00,2025-04-14 09:05:27.436648,OnTime,5.37,0.0,0.0,5.0,5.73,54,South,Consumer,2024-04-18 17:03:00,58.4,66.6,Phone,Active,Midtown Relay,Central,Charging,63.0,0.0,0.0,,0.0,,0,0,0,1.0670391061452515,0
O00740,C0151,Medical,2024-05-22 14:17:00,4,East,East,Medium,67.9,Web,1,DL00223,D155,V085,H08,2024-05-22 15:11:00,2024-05-22 20:28:55.835439,Delayed,12.99,0.0,0.0,3.19,12.3,20,North,Consumer,2024-10-10 14:32:00,79.2,33.8,App,Suspended,Midtown Relay,Central,Charging,63.0,0.0,0.0,,0.0,,0,0,0,0.9468822170900694,0
O00741,C0552,Retail,2025-05-30 01:28:00,6,Airport,North,Low,72.44,App,1,DL00748,D156,V119,H04,2025-05-30 02:47:00,2025-05-30 16:13:17.676946,Delayed,32.739999999999995,1.0,0.0,,16.92,41,North,Consumer,2024-04-17 08:34:00,62.4,68.2,App,Active,West Gate,West,Dispatch,69.0,1.0,25.09,10.0,1.0,7.4,0,1,1,0.5167990226023215,1
O00742,C0017,Passenger,2025-08-27 17:38:00,12,Airport,West,Critical,45.26,App,0,DL00721,D086,V017,H04,2025-08-27 17:58:00,2025-08-28 08:37:04.718105,Delayed,29.21,1.0,0.0,3.51,23.07,30,South,SME,2025-11-29 05:06:00,72.1,55.4,App,Active,West Gate,West,Dispatch,69.0,0.0,0.0,,0.0,,0,0,0,0.7897980143786374,0
O00743,C0166,Retail,2024-02-03 01:34:00,2,East,South,Medium,92.51,Web,0,,,,,,,,,,,,,66,Airport,Consumer,2025-11-14 07:10:00,62.4,54.7,,Active,,,,,1.0,0.0,10.0,0.0,,0,1,0,,1
O00744,C0146,Retail,2025-04-23 03:30:00,6,East,Riverside,Low,33.49,API,1,DL00950,D024,V014,H02,2025-04-23 05:31:00,2025-04-23 09:48:21.154957,OnTime,15.82,0.0,0.0,3.8,16.73,20,North,Consumer,2024-02-13 03:32:00,99.0,21.7,App,Active,South Link,South,Dispatch,78.0,1.0,30.4,9.0,0.0,,0,1,0,1.0575221238938053,1
O00745,C0442,Passenger,2024-08-17 09:40:00,24,South,Airport,Medium,46.93,App,0,,,,,,,,,,,,,23,West,Consumer,2025-01-16 08:47:00,51.5,53.9,App,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00746,C0014,Medical,2024-12-14 10:33:00,1,North,Riverside,Low,73.76,Web,0,DL00562,D128,V113,H08,2024-12-14 10:47:00,2024-12-14 15:16:25.399886,OnTime,13.59,0.0,0.0,3.98,10.51,62,North,Consumer,2024-05-16 09:26:00,94.1,81.0,App,Active,Midtown Relay,Central,Charging,63.0,0.0,0.0,,2.0,10.75,0,0,1,0.7733627667402502,1
O00747,C0264,Retail,2025-08-05 07:13:00,2,East,South,Medium,122.21,App,0,DL00656,D134,V089,H03,2025-08-05 09:12:00,2025-08-05 09:00:15.156688,OnTime,15.27,0.0,0.0,,12.29,51,Central,Consumer,2025-10-20 06:04:00,79.2,32.0,App,Active,East Dock,East,Warehouse,74.0,0.0,0.0,,0.0,,0,0,0,0.8048461034708578,0
O00748,C0412,Parcel,2025-07-23 06:18:00,24,West,South,Low,41.63,API,0,DL00732,D024,V076,H01,2025-07-23 06:45:00,2025-07-24 15:06:33.826133,Failed,11.16,1.0,0.0,3.55,15.34,70,Airport,Consumer,2025-09-12 10:23:00,70.3,29.9,App,Active,North Exchange,North,Dispatch,82.0,0.0,0.0,,0.0,,1,0,0,1.374551971326165,1
O00749,C0196,Retail,2025-08-14 17:45:00,6,East,Riverside,Low,47.61,App,0,DL00638,D091,V045,H05,2025-08-14 20:13:00,2025-08-15 07:31:38.980161,Delayed,14.19,0.0,0.0,4.22,10.35,72,West,Enterprise,2024-07-25 09:40:00,52.0,51.1,Web,Active,Central Core,Central,Control,88.0,0.0,0.0,,0.0,,0,0,0,0.7293868921775899,0
O00750,C0368,Retail,2024-02-01 07:49:00,6,North,South,Low,62.8,Phone,1,DL00041,D100,V057,H08,2024-02-01 08:58:00,2024-02-01 19:53:37.396269,Failed,15.88,3.0,1.0,2.94,13.19,23,North,Consumer,2025-05-25 21:41:00,49.5,92.7,Phone,Active,Midtown Relay,Central,Charging,63.0,1.0,46.47,16.0,0.0,,1,1,0,0.8306045340050378,1
O00751,C0282,Business,2024-06-26 00:51:00,4,North,West,Medium,152.61,Phone,0,DL00623,D166,V120,H03,2024-06-26 03:25:00,2024-06-26 07:03:25.132007,OnTime,9.76,2.0,0.0,3.82,11.28,29,Riverside,Consumer,2024-04-02 04:47:00,71.4,75.6,Web,Active,East Dock,East,Warehouse,74.0,2.0,46.69,3.0,0.0,,0,1,0,1.1557377049180328,1
O00752,C0628,Retail,2025-05-31 08:27:00,2,Riverside,Central,Medium,119.26,Web,0,,,,,,,,,,,,,75,North,Consumer,2024-04-19 19:59:00,60.0,63.2,Web,Dormant,,,,,1.0,30.4,10.0,0.0,,0,1,0,,1
O00753,C0369,Parcel,2025-01-18 02:40:00,2,Airport,Riverside,High,176.31,Web,0,DL00598,D056,V032,H02,2025-01-18 05:04:00,2025-01-18 06:33:32.191118,OnTime,40.68,1.0,0.0,4.66,18.96,42,West,Consumer,2025-03-06 02:16:00,47.6,40.7,App,Active,South Link,South,Dispatch,78.0,1.0,3.44,6.0,0.0,,0,1,0,0.46607669616519176,1
O00754,C0479,Parcel,2024-10-07 23:05:00,4,Central,Airport,Medium,65.19,App,0,DL00348,D098,V062,H01,2024-10-07 23:24:00,2024-10-08 16:07:55.556410,Delayed,2.21,4.0,0.0,2.89,13.34,48,North,Enterprise,2025-08-03 11:26:00,59.1,53.9,App,Active,North Exchange,North,Dispatch,82.0,0.0,0.0,,1.0,2.2,0,0,1,6.036199095022624,1
O00755,C0014,Passenger,2025-08-21 03:25:00,6,South,South,High,25.11,App,0,DL00191,D161,V006,H08,2025-08-21 05:02:00,2025-08-21 12:04:57.236329,OnTime,13.55,0.0,0.0,3.48,21.6,62,North,Consumer,2024-05-16 09:26:00,94.1,81.0,App,Active,Midtown Relay,Central,Charging,63.0,0.0,0.0,,0.0,,0,0,0,1.5940959409594095,0
O00756,C0413,Retail,2025-02-03 16:37:00,24,Airport,North,Medium,83.09,App,1,DL00530,D095,V042,H01,2025-02-03 18:06:00,2025-02-05 09:39:56.840261,Failed,30.51,2.0,0.0,2.54,19.5,32,Riverside,Consumer,2024-10-05 10:39:00,57.4,87.3,App,Active,North Exchange,North,Dispatch,82.0,0.0,0.0,,0.0,,1,0,0,0.63913470993117,1
O00757,C0466,Passenger,2025-02-22 07:42:00,12,East,South,Medium,81.59,Web,0,DL00143,D026,V051,H04,2025-02-22 08:56:00,2025-02-23 01:28:41.984786,Delayed,22.37,0.0,0.0,3.64,19.33,26,North,Consumer,2024-07-27 00:52:00,32.5,16.7,App,Active,West Gate,West,Dispatch,69.0,0.0,0.0,,0.0,,0,0,0,0.8641037103263298,0
O00758,C0359,Parcel,2024-02-26 11:34:00,6,East,West,Low,144.81,Phone,0,DL00440,D028,V046,H03,2024-02-26 13:10:00,2024-02-26 22:13:07.503199,Delayed,10.74,4.0,0.0,3.54,9.77,23,Airport,Consumer,2024-07-15 12:16:00,75.7,87.8,App,Active,East Dock,East,Warehouse,74.0,0.0,0.0,,0.0,,0,0,0,0.9096834264432029,0
O00759,C0556,Passenger,2024-12-03 21:16:00,1,Central,North,Medium,22.3,App,0,,,,,,,,,,,,,20,East,Consumer,2025-01-03 10:48:00,48.9,65.5,Web,Dormant,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00760,C0051,Medical,2024-03-14 20:30:00,24,South,West,Low,108.03,API,0,DL00503,D154,V014,H07,2024-03-14 23:28:00,2024-03-15 20:48:21.177033,OnTime,12.95,0.0,0.0,3.97,10.7,37,East,Consumer,2025-04-04 12:35:00,49.3,53.8,App,Active,Riverside Hub,Riverside,Warehouse,66.0,0.0,0.0,,1.0,1.4,0,0,1,0.8262548262548263,1
O00761,C0237,Passenger,2025-08-12 04:27:00,12,North,East,Low,109.93,App,0,DL00133,D083,V070,H03,2025-08-12 05:33:00,2025-08-12 17:33:17.788692,OnTime,17.73,1.0,0.0,3.29,10.88,40,South,Consumer,2024-11-29 23:31:00,30.0,51.8,Web,Active,East Dock,East,Warehouse,74.0,0.0,0.0,,0.0,,0,0,0,0.613649182177101,0
O00762,C0118,Retail,2025-04-09 21:56:00,4,East,South,Medium,21.57,App,0,DL00262,D134,V038,H08,2025-04-09 22:31:00,2025-04-09 23:27:49.931018,OnTime,5.51,0.0,0.0,4.14,10.11,20,South,Consumer,2024-06-23 04:01:00,79.1,31.1,App,Active,Midtown Relay,Central,Charging,63.0,0.0,0.0,,1.0,,0,0,1,1.8348457350272231,1
O00763,C0020,Retail,2025-12-26 19:29:00,4,East,Airport,Low,154.35,API,0,DL00919,D139,V097,H04,2025-12-26 20:25:00,2025-12-26 23:44:12.237781,OnTime,5.38,2.0,0.0,5.0,10.53,67,North,SME,2025-07-14 22:04:00,55.5,60.8,App,Active,West Gate,West,Dispatch,69.0,0.0,0.0,,1.0,23.6,0,0,1,1.9572490706319703,1
O00764,C0452,Retail,2024-07-14 10:39:00,2,North,West,Medium,72.77,App,0,DL00270,D104,V023,H08,2024-07-14 11:50:00,2024-07-15 02:05:57.442199,Failed,5.37,1.0,0.0,4.29,12.93,70,South,Consumer,2025-05-01 07:53:00,61.4,69.4,App,Active,Midtown Relay,Central,Charging,63.0,0.0,0.0,,0.0,,1,0,0,2.4078212290502794,1
O00765,C0187,Retail,2024-07-13 03:25:00,12,Ctr,West,Medium,60.26,App,1,DL00582,D024,V091,H05,2024-07-13 04:34:00,2024-07-14 00:33:48.023452,Failed,19.38,2.0,0.0,2.4,22.61,47,East,SME,2025-10-11 02:51:00,,59.3,Web,Active,Central Core,Central,Control,88.0,1.0,15.26,11.0,0.0,,1,1,0,1.1666666666666667,1
O00766,C0118,Parcel,2024-06-18 09:48:00,2,East,South,Low,79.18,Phone,0,,,,,,,,,,,,,20,South,Consumer,2024-06-23 04:01:00,79.1,31.1,App,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00767,C0107,Business,2024-07-17 02:47:00,6,Riverside,West,Medium,57.81,Web,0,,,,,,,,,,,,,64,Airport,Consumer,2024-07-28 15:39:00,46.2,43.1,Phone,Dormant,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00768,C0606,Retail,2025-06-12 00:28:00,4,Central,West,Medium,69.17,App,0,DL00023,D046,V021,H08,2025-06-12 01:16:00,2025-06-12 02:37:11.392658,OnTime,4.29,1.0,0.0,5.0,2.5,68,South,Consumer,2024-05-06 10:57:00,64.3,56.9,App,Active,Midtown Relay,Central,Charging,63.0,0.0,0.0,,0.0,,0,0,0,0.5827505827505828,0
O00769,C0559,Retail,2024-07-21 22:47:00,4,South,Central,High,189.0,API,0,,,,,,,,,,,,,72,North,Consumer,2024-02-19 09:52:00,72.0,64.4,Partner API,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
